Sr,Stroke No.,Date,Advance Time,Excavation per Stroke,Boring Energy,RPM,Torque,Thrust Force,Speed,Gripper Pressure,Total Revolution,Front Shield Pressure LHS,Front Shield Pressure RHS,Q-Value,Q-Value based,Penetration
46,4362,2016-09-07,33,1.532,31.8,3.9,3400.0,8051.0,45.0,208.0,129,30.0,32.0,3.0,2.0,11.6
47,4363,2016-09-07,34,1.535,33.4,4.1,3400.0,7613.0,45.0,207.0,139,30.0,33.0,3.0,2.0,11.0
48,4364,2016-09-07,37,1.548,35.5,4.5,3000.0,7035.0,41.0,209.0,167,30.0,32.0,3.0,2.0,9.2
49,4365,2016-09-07,23,1.054,34.9,4.6,3100.0,7929.0,44.0,208.0,106,30.0,32.0,3.0,2.0,9.7
50,4366,2016-09-07,40,1.748,32.0,4.4,2900.0,7123.0,43.0,204.0,176,30.0,33.0,3.0,2.0,9.8
51,4367,2016-09-08,28,1.256,22.3,3.8,2400.0,4762.0,44.0,206.0,106,31.0,32.0,4.0,2.0,11.6
52,4368,2016-09-08,28,1.219,20.4,3.7,2200.0,4548.0,43.0,208.0,104,30.0,32.0,4.0,2.0,11.9
53,4369,2016-09-08,28,1.235,23.2,3.5,2700.0,5780.0,44.0,207.0,98,31.0,31.0,4.0,2.0,12.3
54,4370,2016-09-08,32,1.381,27.4,3.9,2800.0,7058.0,43.0,207.0,125,30.0,31.0,4.0,2.0,11.0
55,4371,2016-09-08,24,1.237,18.2,4.1,2100.0,4490.0,51.0,207.0,98,31.0,31.0,4.0,2.0,12.4
56,4372,2016-09-08,27,1.263,31.6,4.3,3200.0,6919.0,47.0,209.0,116,30.0,31.0,4.0,2.0,10.8
57,4373,2016-09-08,25,1.24,34.8,4.3,3600.0,8136.0,48.0,208.0,108,30.0,31.0,4.0,2.0,11.1
58,4374,2016-09-08,25,1.234,30.3,4.3,3200.0,7540.0,49.0,206.0,108,31.0,32.0,4.0,2.0,11.3
59,4375,2016-09-08,24,1.234,29.1,4.3,3200.0,7609.0,51.0,207.0,103,33.0,42.0,4.0,2.0,11.7
60,4376,2016-09-09,26,1.185,24.5,4.0,2500.0,6123.0,44.0,208.0,104,33.0,38.0,4.0,2.0,11.1
61,4377,2016-09-09,27,1.261,24.2,3.9,2700.0,5853.0,47.0,208.0,105,32.0,36.0,4.0,2.0,12.1
62,4378,2016-09-09,26,1.259,27.8,3.9,3100.0,7893.0,47.0,209.0,101,35.0,36.0,4.0,2.0,12.1
63,4379,2016-09-09,26,1.252,16.2,3.7,1900.0,5174.0,47.0,209.0,96,40.0,46.0,4.0,3.0,12.6
64,4380,2016-09-09,24,1.387,12.4,4.0,1600.0,4490.0,56.0,206.0,96,36.0,37.0,4.0,4.0,13.9
65,4381,2016-09-09,24,1.208,16.7,4.2,1800.0,4945.0,49.0,208.0,101,36.0,35.0,4.0,3.0,11.6
66,4382,2016-09-09,25,1.242,30.9,4.3,3200.0,7075.0,48.0,207.0,108,35.0,36.0,4.0,2.0,11.3
67,4383,2016-09-09,28,1.258,31.6,4.0,3300.0,7258.0,45.0,209.0,112,32.0,32.0,4.0,2.0,11.0
68,4384,2016-09-10,29,1.25,30.3,3.9,3100.0,7229.0,43.0,208.0,113,31.0,33.0,4.0,2.0,11.1
69,4385,2016-09-10,28,1.243,19.0,3.6,2100.0,5162.0,43.0,212.0,101,34.0,34.0,4.0,2.0,11.8
70,4386,2016-09-10,26,1.197,15.1,3.7,1700.0,4694.0,45.0,207.0,96,35.0,32.0,4.0,3.0,12.3
71,4387,2016-09-10,28,1.234,16.3,3.7,1800.0,4549.0,44.0,207.0,104,33.0,32.0,4.0,3.0,11.8
72,4388,2016-09-10,27,1.218,16.0,3.7,1800.0,3498.0,45.0,207.0,100,32.0,32.0,4.0,3.0,12.0
73,4389,2016-09-10,27,1.254,9.5,3.7,1100.0,2621.0,46.0,208.0,100,31.0,31.0,4.0,4.0,12.3
74,4390,2016-09-10,26,1.254,9.4,3.4,1200.0,2898.0,47.0,208.0,88,31.0,31.0,4.0,4.0,13.8
75,4391,2016-09-10,26,1.228,15.6,3.7,1800.0,4093.0,46.0,207.0,96,31.0,31.0,4.0,3.0,12.4
76,4392,2016-09-11,31,1.534,17.6,3.8,2100.0,5208.0,49.0,209.0,118,31.0,32.0,4.0,2.0,12.9
77,4393,2016-09-11,32,1.481,22.3,3.8,2500.0,6011.0,46.0,208.0,122,32.0,32.0,4.0,2.0,12.0
78,4394,2016-09-11,34,1.52,16.2,3.9,1700.0,3758.0,44.0,208.0,133,32.0,32.0,4.0,3.0,11.5
79,4395,2016-09-11,31,1.385,14.9,3.8,1600.0,3586.0,44.0,208.0,118,33.0,32.0,4.0,3.0,11.7
81,4397,2016-09-12,27,1.249,13.8,3.6,1600.0,4399.0,45.0,207.0,97,62.0,61.0,3.0,3.0,12.6
82,4398,2016-09-12,28,1.226,15.0,3.6,1700.0,4587.0,44.0,207.0,101,26.0,89.0,3.0,3.0,12.1
83,4399,2016-09-12,27,1.219,14.5,3.7,1600.0,5075.0,44.0,208.0,100,30.0,66.0,3.0,3.0,11.8
84,4400,2016-09-12,25,1.147,11.1,4.1,1100.0,5665.0,44.0,208.0,103,28.0,64.0,3.0,4.0,10.9
85,4401,2016-09-12,27,1.238,10.8,4.1,1100.0,4361.0,45.0,210.0,111,29.0,55.0,3.0,4.0,11.1
86,4402,2016-09-13,25,1.236,11.8,4.1,1300.0,3864.0,49.0,209.0,103,28.0,47.0,4.0,4.0,12.0
87,4403,2016-09-13,24,1.239,11.2,4.0,1300.0,4021.0,50.0,207.0,96,29.0,40.0,4.0,4.0,12.4
88,4404,2016-09-13,25,1.237,15.4,4.1,1700.0,4733.0,49.0,207.0,103,30.0,33.0,4.0,3.0,12.1
89,4405,2016-09-13,32,1.287,16.0,3.4,1700.0,3160.0,39.0,209.0,109,33.0,37.0,4.0,3.0,11.4
90,4406,2016-09-13,29,1.222,11.4,3.1,1400.0,2974.0,41.0,208.0,90,31.0,32.0,4.0,4.0,13.5
91,4407,2016-09-13,29,1.247,15.4,3.4,1800.0,4195.0,43.0,208.0,99,32.0,30.0,4.0,3.0,12.6
92,4408,2016-09-13,26,1.227,18.7,4.2,1900.0,5384.0,46.0,208.0,109,31.0,30.0,4.0,2.0,10.9
93,4409,2016-09-14,31,1.546,16.1,4.3,1700.0,4713.0,49.0,207.0,133,30.0,37.0,4.0,3.0,11.5
94,4410,2016-09-14,33,1.539,12.8,4.2,1300.0,4226.0,46.0,208.0,139,35.0,46.0,4.0,4.0,11.1
95,4411,2016-09-14,32,1.474,10.9,4.2,1100.0,3628.0,46.0,208.0,134,44.0,44.0,4.0,4.0,11.0
96,4412,2016-09-14,28,1.166,11.1,4.2,1000.0,3559.0,41.0,206.0,118,42.0,48.0,4.0,4.0,10.0
97,4413,2016-09-14,26,1.246,11.4,3.9,1300.0,4079.0,48.0,207.0,101,49.0,51.0,4.0,4.0,12.1
98,4414,2016-09-14,26,1.226,12.8,3.9,1400.0,3601.0,46.0,210.0,101,40.0,41.0,4.0,4.0,12.1
99,4415,2016-09-15,27,1.244,12.8,3.9,1400.0,3907.0,46.0,206.0,105,35.0,36.0,4.0,4.0,11.9
100,4416,2016-09-15,28,1.22,10.8,3.9,1100.0,3600.0,43.0,207.0,109,34.0,35.0,4.0,4.0,11.1
101,4417,2016-09-15,34,1.438,12.3,4.0,1200.0,4057.0,42.0,208.0,136,37.0,46.0,4.0,4.0,10.4
102,4418,2016-09-15,29,1.214,11.4,3.7,1200.0,3781.0,42.0,208.0,107,40.0,72.0,4.0,4.0,11.3
103,4419,2016-09-15,29,1.247,10.2,3.7,1100.0,3687.0,43.0,208.0,107,40.0,62.0,4.0,4.0,11.7
104,4420,2016-09-15,28,1.229,13.0,3.6,1400.0,4253.0,42.0,207.0,101,48.0,52.0,4.0,4.0,11.7
105,4421,2016-09-15,27,1.274,11.9,3.7,1400.0,3899.0,47.0,209.0,100,46.0,40.0,4.0,4.0,12.8
106,4422,2016-09-15,26,1.23,13.4,3.9,1500.0,3724.0,47.0,211.0,101,43.0,38.0,4.0,4.0,12.2
107,4423,2016-09-16,29,1.365,10.1,4.0,1100.0,3178.0,47.0,209.0,116,39.0,34.0,4.0,4.0,11.8
108,4424,2016-09-16,28,1.214,10.0,3.9,1000.0,3171.0,42.0,206.0,109,40.0,33.0,4.0,4.0,10.9
109,4425,2016-09-16,28,1.251,12.4,3.9,1300.0,4193.0,44.0,207.0,109,35.0,32.0,4.0,4.0,11.4
110,4426,2016-09-16,26,1.22,10.0,3.8,1100.0,3825.0,45.0,206.0,99,40.0,34.0,4.0,4.0,12.1
111,4427,2016-09-16,27,1.246,8.2,3.8,900.0,3967.0,45.0,208.0,103,44.0,55.0,4.0,5.0,11.7
112,4428,2016-09-17,25,1.226,9.7,3.9,1100.0,3994.0,48.0,207.0,98,33.0,36.0,4.0,4.0,12.1
113,4429,2016-09-17,26,1.24,21.2,4.1,2200.0,5298.0,46.0,208.0,107,35.0,37.0,4.0,2.0,11.4
114,4430,2016-09-17,26,1.249,24.7,4.3,2500.0,5694.0,47.0,208.0,112,39.0,46.0,4.0,2.0,10.9
115,4431,2016-09-17,28,1.189,21.4,3.7,2200.0,4160.0,41.0,207.0,104,42.0,47.0,4.0,2.0,11.3
116,4432,2016-09-17,29,1.218,19.5,3.7,2000.0,5240.0,41.0,207.0,107,43.0,46.0,4.0,2.0,11.0
117,4433,2016-09-17,28,1.244,11.2,3.7,1200.0,4870.0,43.0,207.0,104,37.0,73.0,4.0,4.0,11.7
118,4434,2016-09-17,26,1.235,13.5,3.6,1600.0,4948.0,46.0,208.0,94,38.0,57.0,3.0,4.0,12.7
119,4435,2016-09-18,34,1.535,22.2,3.7,2500.0,5295.0,45.0,208.0,126,32.0,35.0,3.0,2.0,12.2
120,4436,2016-09-18,28,1.218,35.8,4.1,3400.0,7250.0,42.0,208.0,115,32.0,34.0,3.0,2.0,10.4
121,4437,2016-09-18,35,1.533,38.2,4.1,3800.0,7732.0,44.0,209.0,144,32.0,34.0,3.0,2.0,10.7
122,4438,2016-09-18,31,1.352,36.2,4.1,3600.0,7757.0,44.0,208.0,127,31.0,38.0,3.0,2.0,10.6
123,4439,2016-09-18,28,1.215,31.2,3.8,3200.0,6267.0,42.0,208.0,106,32.0,40.0,3.0,2.0,11.2
124,4440,2016-09-18,39,1.511,37.8,4.3,3100.0,7699.0,38.0,218.0,168,29.0,49.0,3.0,2.0,8.9
125,4441,2016-09-18,35,1.523,33.4,4.3,3100.0,7197.0,43.0,217.0,151,30.0,43.0,3.0,2.0,10.1
126,4442,2016-09-19,27,1.22,26.3,4.3,2500.0,5998.0,44.0,217.0,116,32.0,34.0,3.0,2.0,10.2
1,4545,2016-10-01,34,1.51,35.3,4.4,3200.0,8043.0,43.0,245.0,150,29.0,46.0,3.0,2.0,9.8
2,4546,2016-10-01,35,1.54,35.0,4.2,3400.0,7913.0,44.0,244.0,147,31.0,44.0,3.0,2.0,10.3
3,4547,2016-10-01,33,1.54,30.3,4.3,3000.0,7661.0,46.0,244.0,142,46.0,43.0,3.0,2.0,10.6
4,4548,2016-10-01,31,1.4,24.0,4.0,2500.0,6368.0,45.0,245.0,124,43.0,35.0,3.0,2.0,11.1
5,4549,2016-10-01,30,1.51,21.6,4.0,2500.0,5936.0,50.0,245.0,120,44.0,35.0,3.0,2.0,12.5
6,4550,2016-10-01,31,1.53,28.6,4.1,3100.0,7433.0,48.0,245.0,127,34.0,48.0,3.0,2.0,11.8
7,4551,2016-10-01,32,1.52,29.9,4.5,2900.0,7109.0,47.0,243.0,144,33.0,36.0,3.0,2.0,10.4
8,4552,2016-10-01,26,1.13,27.1,4.6,2400.0,6685.0,44.0,245.0,120,36.0,37.0,3.0,2.0,9.5
9,4553,2016-10-01,25,1.25,24.9,4.1,2700.0,6316.0,48.0,246.0,103,38.0,37.0,3.0,2.0,11.8
10,4554,2016-10-01,11,0.6,18.6,4.0,2200.0,4808.0,51.0,245.0,44,35.0,49.0,3.0,2.0,12.5
11,4555,2016-10-02,20,1.03,11.4,4.3,1200.0,3299.0,49.0,244.0,86,35.0,39.0,3.0,4.0,11.6
12,4556,2016-10-02,19,0.94,12.3,4.2,1300.0,3591.0,48.0,248.0,80,32.0,32.0,3.0,4.0,11.4
13,4557,2016-10-02,26,1.16,16.3,3.5,1900.0,4600.0,44.0,245.0,91,34.0,31.0,3.0,3.0,12.4
14,4558,2016-10-02,18,0.87,25.6,3.9,2800.0,6868.0,46.0,244.0,70,32.0,34.0,3.0,2.0,11.7
15,4559,2016-10-02,15,0.67,24.8,3.8,2600.0,6506.0,43.0,245.0,57,32.0,39.0,3.0,2.0,11.4
16,4560,2016-10-02,33,1.53,14.3,3.8,1600.0,3879.0,46.0,245.0,125,38.0,33.0,3.0,3.0,12.2
17,4561,2016-10-02,32,1.54,10.2,3.7,1200.0,3131.0,47.0,244.0,118,33.0,31.0,3.0,4.0,12.6
18,4562,2016-10-03,32,1.54,8.6,3.8,1000.0,3333.0,48.0,244.0,122,34.0,30.0,3.0,5.0,12.6
19,4563,2016-10-03,29,1.53,15.7,3.9,1900.0,3718.0,51.0,208.0,113,31.0,31.0,3.0,3.0,13.1
20,4564,2016-10-03,35,1.73,26.8,4.2,2900.0,6158.0,49.0,206.0,147,31.0,32.0,3.0,2.0,11.8
21,4565,2016-10-03,32,1.51,18.7,3.8,2100.0,4914.0,46.0,207.0,122,31.0,47.0,3.0,2.0,12.3
22,4566,2016-10-03,33,1.54,27.5,4.1,2800.0,7193.0,45.0,236.0,135,29.0,56.0,3.0,2.0,11.0
23,4567,2016-10-03,26,1.25,32.0,4.5,3100.0,8241.0,47.0,244.0,117,36.0,68.0,3.0,2.0,10.5
24,4568,2016-10-03,28,1.21,29.2,4.3,2700.0,9077.0,43.0,245.0,120,60.0,79.0,4.0,2.0,9.9
25,4569,2016-10-03,30,1.26,13.7,4.0,1300.0,7036.0,41.0,246.0,120,78.0,70.0,4.0,3.0,10.1
26,4570,2016-10-04,33,1.35,9.3,3.8,900.0,4964.0,40.0,245.0,125,54.0,60.0,4.0,5.0,10.5
27,4571,2016-10-04,30,1.23,7.4,3.5,800.0,3608.0,41.0,244.0,105,45.0,69.0,4.0,5.0,11.7
28,4572,2016-10-05,26,1.21,9.8,3.4,1200.0,3707.0,45.0,187.0,88,79.0,60.0,4.0,4.0,13.2
29,4573,2016-10-05,28,1.25,8.6,3.8,900.0,3542.0,43.0,188.0,106,64.0,42.0,4.0,5.0,11.5
30,4574,2016-10-05,25,1.25,6.6,3.7,800.0,3715.0,49.0,189.0,93,78.0,45.0,4.0,5.0,13.2
31,4575,2016-10-05,25,1.25,5.9,3.7,700.0,3304.0,48.0,189.0,93,79.0,41.0,4.0,5.0,12.9
32,4576,2016-10-05,27,1.33,0.9,3.7,100.0,2898.0,48.0,189.0,100,74.0,47.0,4.0,5.0,12.9
33,4577,2016-10-05,30,1.27,11.4,3.7,1200.0,2729.0,42.0,190.0,111,64.0,55.0,4.0,4.0,11.3
34,4578,2016-10-05,27,1.22,8.2,3.7,900.0,2963.0,44.0,185.0,100,56.0,42.0,4.0,5.0,11.7
35,4579,2016-10-05,28,1.25,9.3,3.8,1000.0,3063.0,44.0,189.0,106,50.0,40.0,4.0,5.0,11.7
36,4580,2016-10-06,29,1.23,12.4,3.7,1300.0,4049.0,42.0,189.0,107,69.0,73.0,4.0,4.0,11.4
37,4581,2016-10-06,29,1.2,17.5,3.7,1800.0,5134.0,41.0,189.0,107,59.0,67.0,4.0,3.0,11.0
38,4582,2016-10-06,34,1.18,20.5,3.8,1700.0,4845.0,34.0,191.0,129,57.0,41.0,4.0,2.0,9.0
39,4583,2016-10-06,24,1.22,19.1,4.3,2100.0,5305.0,51.0,207.0,103,50.0,35.0,4.0,2.0,11.9
40,4584,2016-10-06,25,1.25,17.6,4.2,1900.0,5018.0,49.0,206.0,105,35.0,37.0,4.0,2.0,11.7
41,4585,2016-10-06,23,1.2,14.5,4.2,1600.0,4257.0,50.0,206.0,97,32.0,41.0,4.0,3.0,12.0
42,4586,2016-10-06,24,1.24,15.4,4.2,1700.0,4628.0,50.0,208.0,101,29.0,57.0,4.0,3.0,12.0
43,4587,2016-10-06,31,1.53,15.7,4.2,1700.0,4735.0,49.0,205.0,130,34.0,61.0,4.0,3.0,11.5
44,4588,2016-10-07,34,1.52,14.0,3.8,1500.0,4626.0,44.0,208.0,129,40.0,76.0,4.0,3.0,11.6
45,4589,2016-10-07,32,1.54,14.9,3.9,1700.0,4930.0,48.0,207.0,125,40.0,61.0,4.0,3.0,12.3
46,4590,2016-10-07,30,1.49,18.1,4.1,2000.0,5116.0,49.0,208.0,123,35.0,55.0,4.0,2.0,12.0
47,4591,2016-10-07,26,1.25,20.7,4.1,2200.0,5698.0,47.0,208.0,107,42.0,63.0,4.0,2.0,11.4
48,4592,2016-10-07,26,1.23,24.6,4.2,2500.0,6257.0,46.0,207.0,109,36.0,61.0,4.0,2.0,11.1
49,4593,2016-10-07,24,1.26,21.3,4.2,2400.0,5807.0,51.0,209.0,101,37.0,59.0,4.0,2.0,12.1
50,4594,2016-10-07,25,1.23,21.8,4.3,2300.0,6424.0,49.0,207.0,108,34.0,63.0,4.0,2.0,11.5
51,4595,2016-10-08,27,1.23,26.4,4.4,2500.0,7182.0,45.0,207.0,119,29.0,78.0,4.0,2.0,10.2
52,4596,2016-10-08,25,1.27,20.9,4.3,2200.0,7485.0,49.0,207.0,108,42.0,78.0,4.0,2.0,11.3
53,4597,2016-10-08,26,1.25,15.6,4.0,1700.0,5576.0,47.0,208.0,104,52.0,69.0,4.0,3.0,12.0
54,4598,2016-10-08,30,1.26,16.5,4.0,1600.0,5189.0,42.0,205.0,120,37.0,50.0,4.0,3.0,10.6
55,4599,2016-10-08,26,1.23,14.6,3.9,1600.0,4077.0,46.0,209.0,101,35.0,44.0,4.0,3.0,11.9
56,4600,2016-10-08,25,1.22,12.0,3.9,1400.0,3509.0,49.0,209.0,98,33.0,38.0,4.0,4.0,12.9
57,4601,2016-10-08,24,1.22,9.3,3.9,1100.0,2942.0,50.0,207.0,94,33.0,33.0,4.0,5.0,13.0
58,4602,2016-10-09,24,1.25,10.1,3.9,1200.0,3314.0,50.0,209.0,94,35.0,34.0,4.0,4.0,13.0
59,4603,2016-10-09,24,1.25,9.7,3.8,1200.0,3564.0,51.0,207.0,91,52.0,35.0,4.0,4.0,13.3
60,4604,2016-10-09,27,1.42,9.4,3.7,1200.0,2980.0,51.0,209.0,100,80.0,31.0,4.0,5.0,13.7
61,4605,2016-10-09,33,1.5,12.8,3.8,1400.0,3415.0,45.0,209.0,125,64.0,26.0,4.0,4.0,11.6
62,4606,2016-10-09,20,0.95,19.7,4.0,2100.0,4803.0,46.0,207.0,80,43.0,30.0,4.0,2.0,11.5
63,4607,2016-10-09,13,0.55,30.5,4.1,2900.0,6508.0,42.0,208.0,53,37.0,31.0,4.0,2.0,10.2
64,4608,2016-10-09,28,1.23,21.6,4.0,2200.0,5378.0,44.0,207.0,112,45.0,30.0,4.0,2.0,11.0
65,4609,2016-10-09,27,1.23,11.9,3.9,1300.0,4096.0,46.0,208.0,105,49.0,42.0,4.0,4.0,11.9
66,4610,2016-10-10,26,1.23,11.9,3.7,1400.0,3530.0,47.0,208.0,96,38.0,42.0,4.0,4.0,12.6
67,4611,2016-10-10,18,0.79,9.1,3.7,1000.0,2867.0,44.0,208.0,67,31.0,38.0,4.0,5.0,12.0
68,4612,2016-10-10,9,0.46,10.6,3.7,1300.0,3157.0,49.0,206.0,33,31.0,32.0,4.0,4.0,13.1
69,4613,2016-10-10,27,1.25,12.5,3.8,1400.0,3610.0,46.0,209.0,103,30.0,32.0,4.0,4.0,12.1
70,4614,2016-10-10,26,1.24,13.4,3.8,1500.0,3368.0,46.0,206.0,99,30.0,33.0,4.0,4.0,12.2
71,4615,2016-10-11,25,1.22,14.0,3.8,1600.0,3219.0,47.0,204.0,95,31.0,33.0,4.0,3.0,12.9
72,4616,2016-10-11,28,1.33,24.0,4.1,2500.0,5260.0,46.0,208.0,115,31.0,0.0,4.0,2.0,11.2
73,4617,2016-10-11,26,1.23,26.4,4.2,2800.0,6303.0,48.0,214.0,109,31.0,32.0,4.0,2.0,11.4
74,4618,2016-10-11,25,1.23,20.3,4.1,2200.0,4494.0,48.0,216.0,103,31.0,31.0,4.0,2.0,11.8
75,4619,2016-10-11,34,1.52,27.7,3.9,2900.0,5727.0,44.0,216.0,133,31.0,31.0,4.0,2.0,11.3
76,4620,2016-10-11,30,1.54,36.2,4.3,3900.0,7491.0,50.0,217.0,129,30.0,31.0,4.0,2.0,11.8
77,4621,2016-10-11,31,1.54,33.1,4.3,3500.0,7618.0,49.0,215.0,133,35.0,42.0,4.0,2.0,11.5
78,4622,2016-10-11,26,1.22,24.7,4.3,2500.0,6656.0,47.0,216.0,112,35.0,45.0,4.0,2.0,11.2
79,4623,2016-10-12,30,1.45,31.9,4.8,2900.0,7713.0,47.0,217.0,144,32.0,36.0,4.0,2.0,9.8
80,4624,2016-10-12,26,1.25,27.0,4.8,2500.0,6123.0,48.0,216.0,125,32.0,36.0,3.0,2.0,10.0
81,4625,2016-10-12,26,1.25,28.5,4.7,2700.0,7019.0,48.0,216.0,122,31.0,34.0,3.0,2.0,10.3
82,4626,2016-10-12,27,1.24,29.8,4.7,2700.0,7662.0,46.0,217.0,127,31.0,32.0,3.0,2.0,9.7
83,4627,2016-10-12,38,1.27,42.6,4.5,2900.0,8676.0,33.0,217.0,171,30.0,33.0,4.0,2.0,7.5
84,4628,2016-10-12,34,1.16,40.9,4.3,3000.0,9442.0,34.0,217.0,146,31.0,44.0,4.0,2.0,7.9
85,4629,2016-10-12,29,-0.12,27.7,4.0,2700.0,6715.0,42.0,218.0,116,35.0,68.0,4.0,2.0,10.6
86,4630,2016-10-12,33,1.28,31.4,4.2,2700.0,9138.0,39.0,216.0,139,32.0,39.0,4.0,2.0,9.2
87,4631,2016-10-12,26,1.25,23.1,4.2,2500.0,6718.0,49.0,217.0,109,32.0,36.0,4.0,2.0,11.6
88,4632,2016-10-12,10,0.47,15.8,3.9,1800.0,4231.0,48.0,215.0,39,36.0,38.0,4.0,3.0,12.3
89,4633,2016-10-13,25,1.23,18.0,3.9,2100.0,5360.0,49.0,216.0,98,34.0,38.0,4.0,2.0,12.4
90,4634,2016-10-13,18,0.8,25.2,4.2,2500.0,6490.0,45.0,216.0,76,32.0,33.0,4.0,2.0,10.9
91,4635,2016-10-13,27,1.25,27.9,4.4,2700.0,6583.0,46.0,217.0,119,33.0,32.0,4.0,2.0,10.4
92,4636,2016-10-13,30,1.24,31.9,4.5,2700.0,6578.0,41.0,216.0,135,34.0,31.0,4.0,2.0,9.1
93,4637,2016-10-13,32,1.59,23.1,4.2,2500.0,5523.0,49.0,217.0,134,34.0,32.0,4.0,2.0,11.7
94,4638,2016-10-13,30,1.4,24.2,4.3,2400.0,6078.0,46.0,217.0,129,32.0,28.0,4.0,2.0,10.7
95,4639,2016-10-13,6,0.22,6.3,3.8,600.0,3378.0,39.0,219.0,23,48.0,36.0,4.0,5.0,10.1
96,4640,2016-10-13,24,1.03,20.5,3.8,2200.0,4626.0,44.0,216.0,91,35.0,32.0,4.0,2.0,11.4
97,4641,2016-10-13,35,1.54,26.8,3.9,2800.0,5871.0,44.0,217.0,137,32.0,32.0,4.0,2.0,11.2
98,4642,2016-10-13,28,1.25,24.9,3.9,2600.0,5781.0,44.0,216.0,109,39.0,38.0,4.0,2.0,11.4
99,4643,2016-10-14,36,1.63,26.7,4.1,2600.0,6515.0,43.0,217.0,148,37.0,35.0,4.0,2.0,10.5
100,4644,2016-10-14,27,1.17,30.0,4.6,2600.0,7526.0,43.0,216.0,124,33.0,31.0,4.0,2.0,9.2
101,4645,2016-10-14,39,1.53,33.2,4.5,2600.0,7972.0,38.0,216.0,176,31.0,32.0,4.0,2.0,8.6
102,4646,2016-10-14,42,1.71,37.1,5.1,2700.0,8680.0,40.0,219.0,214,31.0,31.0,4.0,2.0,7.8
103,4647,2016-10-14,53,1.54,23.2,3.9,1600.0,6573.0,29.0,217.0,207,33.0,33.0,4.0,2.0,7.4
104,4648,2016-10-14,47,1.55,23.5,4.0,1800.0,5678.0,33.0,217.0,188,36.0,38.0,4.0,2.0,8.3
105,4649,2016-10-14,34,1.53,17.2,3.9,1800.0,4620.0,44.0,217.0,133,49.0,66.0,4.0,3.0,11.2
106,4650,2016-10-14,27,1.22,15.9,3.9,1700.0,4592.0,45.0,216.0,105,35.0,35.0,4.0,3.0,11.4
107,4651,2016-10-15,34,1.25,25.7,3.9,2200.0,7210.0,36.0,215.0,133,31.0,34.0,4.0,2.0,9.3
108,4652,2016-10-15,42,1.52,32.3,4.0,2700.0,7078.0,36.0,217.0,168,36.0,43.0,4.0,2.0,9.0
109,4653,2016-10-15,32,1.24,28.4,4.0,2500.0,6680.0,38.0,217.0,128,56.0,40.0,4.0,2.0,9.5
110,4654,2016-10-15,28,1.24,21.0,3.9,2200.0,5035.0,44.0,219.0,109,40.0,32.0,4.0,2.0,11.2
111,4655,2016-10-15,30,1.43,28.3,4.4,2800.0,6125.0,47.0,216.0,132,32.0,31.0,4.0,2.0,10.8
112,4656,2016-10-15,30,1.23,29.7,3.8,2900.0,6802.0,40.0,216.0,114,33.0,37.0,3.0,2.0,10.4
113,4657,2016-10-15,33,1.55,20.6,4.4,2000.0,5641.0,46.0,215.0,145,58.0,41.0,3.0,2.0,10.4
114,4658,2016-10-15,35,1.54,13.1,4.0,1300.0,3985.0,43.0,216.0,140,33.0,32.0,3.0,4.0,10.8
115,4659,2016-10-15,32,1.52,16.1,3.9,1800.0,4750.0,47.0,216.0,125,31.0,31.0,3.0,3.0,12.1
116,4660,2016-10-15,31,1.54,17.7,3.9,2100.0,4228.0,50.0,216.0,121,31.0,32.0,3.0,3.0,12.7
117,4661,2016-10-15,11,0.53,18.9,3.9,2200.0,4675.0,49.0,217.0,43,34.0,33.0,3.0,2.0,12.4
118,4662,2016-10-16,21,1.0,22.5,4.0,2400.0,5726.0,46.0,217.0,84,42.0,32.0,3.0,2.0,11.7
119,4663,2016-10-16,31,1.49,24.5,4.2,2700.0,5967.0,50.0,216.0,130,34.0,34.0,3.0,2.0,11.9
120,4664,2016-10-16,27,1.14,26.1,4.0,2600.0,5913.0,43.0,219.0,108,41.0,38.0,3.0,2.0,10.7
121,4665,2016-10-16,28,1.22,28.4,4.2,2700.0,5488.0,43.0,217.0,118,39.0,39.0,3.0,2.0,10.3
122,4666,2016-10-16,11,0.43,25.4,4.1,2300.0,5012.0,40.0,215.0,45,36.0,36.0,3.0,2.0,9.6
123,4667,2016-10-16,28,1.24,24.9,3.9,2600.0,5755.0,44.0,218.0,109,41.0,35.0,3.0,2.0,11.5
124,4668,2016-10-17,25,1.26,22.6,4.2,2500.0,5395.0,50.0,216.0,105,39.0,32.0,3.0,2.0,11.7
125,4669,2016-10-17,33,1.53,25.2,4.3,2500.0,5845.0,46.0,216.0,142,31.0,31.0,3.0,2.0,10.8
126,4670,2016-10-17,33,1.52,25.2,4.3,2500.0,5442.0,46.0,217.0,142,32.0,32.0,3.0,2.0,10.6
127,4671,2016-10-17,34,1.53,26.8,4.3,2600.0,5930.0,45.0,216.0,146,31.0,32.0,3.0,2.0,10.5
128,4672,2016-10-17,33,1.52,18.3,3.9,2000.0,4874.0,46.0,218.0,129,31.0,32.0,3.0,2.0,12.0
129,4673,2016-10-17,36,1.53,18.5,4.0,1800.0,5187.0,42.0,216.0,144,31.0,33.0,3.0,2.0,10.7
1,4784,2016-11-01,32,1.51,10.5,3.8,1200.0,3502.0,47.0,188.0,122,55.0,58.0,4.0,4.0,12.3
